account_id,customer_id,account_token,currency,account_status,opened_at
ACC-000089,CUS-000035,SYN-ACCOUNT-000089,USD,ACTIVE,2025-07-10 00:00:00
ACC-000090,CUS-000136,SYN-ACCOUNT-000090,THB,ACTIVE,2025-04-23 00:00:00
ACC-000091,CUS-000078,SYN-ACCOUNT-000091,THB,REVIEW,2025-04-04 00:00:00
ACC-000092,CUS-000126,SYN-ACCOUNT-000092,SGD,ACTIVE,2025-07-13 00:00:00
ACC-000093,CUS-000035,SYN-ACCOUNT-000093,SGD,REVIEW,2025-03-13 00:00:00
ACC-000094,CUS-000284,SYN-ACCOUNT-000094,SGD,ACTIVE,2025-08-20 00:00:00
ACC-000095,CUS-000252,SYN-ACCOUNT-000095,USD,ACTIVE,2025-06-05 00:00:00
ACC-000096,CUS-000190,SYN-ACCOUNT-000096,SGD,ACTIVE,2025-12-08 00:00:00
ACC-000097,CUS-000188,SYN-ACCOUNT-000097,SGD,ACTIVE,2025-08-25 00:00:00
ACC-000098,CUS-000086,SYN-ACCOUNT-000098,THB,ACTIVE,2025-06-09 00:00:00
ACC-000099,CUS-000043,SYN-ACCOUNT-000099,SGD,ACTIVE,2025-06-22 00:00:00
ACC-000100,CUS-000189,SYN-ACCOUNT-000100,THB,ACTIVE,2025-10-27 00:00:00
ACC-000101,CUS-000197,SYN-ACCOUNT-000101,THB,ACTIVE,2025-07-13 00:00:00
ACC-000102,CUS-000201,SYN-ACCOUNT-000102,THB,ACTIVE,2025-06-20 00:00:00
ACC-000103,CUS-000176,SYN-ACCOUNT-000103,USD,ACTIVE,2025-10-01 00:00:00
ACC-000104,CUS-000100,SYN-ACCOUNT-000104,THB,ACTIVE,2025-06-05 00:00:00
ACC-000105,CUS-000028,SYN-ACCOUNT-000105,SGD,ACTIVE,2025-12-21 00:00:00
ACC-000106,CUS-000123,SYN-ACCOUNT-000106,SGD,ACTIVE,2025-11-15 00:00:00
ACC-000107,CUS-000273,SYN-ACCOUNT-000107,SGD,ACTIVE,2025-03-29 00:00:00
ACC-000108,CUS-000251,SYN-ACCOUNT-000108,USD,ACTIVE,2025-07-09 00:00:00
ACC-000109,CUS-000028,SYN-ACCOUNT-000109,THB,REVIEW,2025-06-28 00:00:00
ACC-000110,CUS-000002,SYN-ACCOUNT-000110,USD,ACTIVE,2025-07-24 00:00:00
ACC-000111,CUS-000187,SYN-ACCOUNT-000111,SGD,ACTIVE,2025-09-04 00:00:00
ACC-000112,CUS-000230,SYN-ACCOUNT-000112,SGD,ACTIVE,2025-07-17 00:00:00
ACC-000113,CUS-000142,SYN-ACCOUNT-000113,THB,ACTIVE,2025-09-26 00:00:00
ACC-000114,CUS-000154,SYN-ACCOUNT-000114,THB,ACTIVE,2025-11-23 00:00:00
ACC-000115,CUS-000004,SYN-ACCOUNT-000115,USD,ACTIVE,2025-05-26 00:00:00
ACC-000116,CUS-000073,SYN-ACCOUNT-000116,USD,ACTIVE,2025-12-07 00:00:00
ACC-000117,CUS-000186,SYN-ACCOUNT-000117,SGD,REVIEW,2025-10-14 00:00:00
ACC-000118,CUS-000060,SYN-ACCOUNT-000118,THB,ACTIVE,2025-07-16 00:00:00
ACC-000119,CUS-000284,SYN-ACCOUNT-000119,USD,ACTIVE,2025-08-25 00:00:00
ACC-000120,CUS-000161,SYN-ACCOUNT-000120,THB,ACTIVE,2025-07-18 00:00:00
ACC-000121,CUS-000167,SYN-ACCOUNT-000121,THB,REVIEW,2025-06-15 00:00:00
ACC-000122,CUS-000275,SYN-ACCOUNT-000122,THB,ACTIVE,2025-09-28 00:00:00
ACC-000123,CUS-000116,SYN-ACCOUNT-000123,USD,ACTIVE,2025-07-09 00:00:00
ACC-000124,CUS-000191,SYN-ACCOUNT-000124,USD,ACTIVE,2025-07-12 00:00:00
ACC-000125,CUS-000004,SYN-ACCOUNT-000125,USD,ACTIVE,2025-08-03 00:00:00
ACC-000126,CUS-000051,SYN-ACCOUNT-000126,SGD,ACTIVE,2025-04-24 00:00:00
ACC-000127,CUS-000178,SYN-ACCOUNT-000127,SGD,REVIEW,2025-06-23 00:00:00
ACC-000128,CUS-000026,SYN-ACCOUNT-000128,USD,ACTIVE,2025-11-18 00:00:00
ACC-000129,CUS-000104,SYN-ACCOUNT-000129,SGD,ACTIVE,2025-09-04 00:00:00
ACC-000130,CUS-000274,SYN-ACCOUNT-000130,SGD,ACTIVE,2025-03-30 00:00:00
ACC-000131,CUS-000035,SYN-ACCOUNT-000131,SGD,ACTIVE,2025-03-12 00:00:00
ACC-000132,CUS-000204,SYN-ACCOUNT-000132,SGD,ACTIVE,2025-07-14 00:00:00
ACC-000133,CUS-000124,SYN-ACCOUNT-000133,USD,REVIEW,2025-07-19 00:00:00
ACC-000134,CUS-000178,SYN-ACCOUNT-000134,THB,ACTIVE,2025-10-20 00:00:00
ACC-000135,CUS-000158,SYN-ACCOUNT-000135,THB,ACTIVE,2025-05-26 00:00:00
ACC-000136,CUS-000090,SYN-ACCOUNT-000136,SGD,ACTIVE,2025-05-03 00:00:00
ACC-000137,CUS-000034,SYN-ACCOUNT-000137,SGD,REVIEW,2025-10-15 00:00:00
ACC-000138,CUS-000296,SYN-ACCOUNT-000138,SGD,ACTIVE,2025-07-12 00:00:00
ACC-000139,CUS-000161,SYN-ACCOUNT-000139,SGD,ACTIVE,2025-05-02 00:00:00
ACC-000140,CUS-000145,SYN-ACCOUNT-000140,SGD,ACTIVE,2025-11-10 00:00:00
ACC-000141,CUS-000155,SYN-ACCOUNT-000141,USD,ACTIVE,2025-09-12 00:00:00
ACC-000142,CUS-000163,SYN-ACCOUNT-000142,THB,ACTIVE,2025-04-22 00:00:00
ACC-000143,CUS-000250,SYN-ACCOUNT-000143,SGD,ACTIVE,2025-07-15 00:00:00
ACC-000144,CUS-000260,SYN-ACCOUNT-000144,SGD,ACTIVE,2025-05-07 00:00:00
ACC-000145,CUS-000185,SYN-ACCOUNT-000145,SGD,REVIEW,2025-10-30 00:00:00
ACC-000146,CUS-000277,SYN-ACCOUNT-000146,USD,ACTIVE,2025-11-18 00:00:00
ACC-000147,CUS-000042,SYN-ACCOUNT-000147,USD,ACTIVE,2025-09-09 00:00:00
ACC-000148,CUS-000144,SYN-ACCOUNT-000148,USD,ACTIVE,2025-04-24 00:00:00
ACC-000149,CUS-000232,SYN-ACCOUNT-000149,THB,ACTIVE,2025-05-15 00:00:00
ACC-000150,CUS-000250,SYN-ACCOUNT-000150,SGD,ACTIVE,2025-05-28 00:00:00
ACC-000151,CUS-000283,SYN-ACCOUNT-000151,USD,ACTIVE,2025-09-18 00:00:00
ACC-000152,CUS-000077,SYN-ACCOUNT-000152,THB,ACTIVE,2025-10-08 00:00:00
ACC-000153,CUS-000280,SYN-ACCOUNT-000153,SGD,ACTIVE,2025-10-31 00:00:00
ACC-000154,CUS-000185,SYN-ACCOUNT-000154,THB,ACTIVE,2025-06-25 00:00:00
ACC-000155,CUS-000069,SYN-ACCOUNT-000155,USD,REVIEW,2025-03-27 00:00:00
ACC-000156,CUS-000097,SYN-ACCOUNT-000156,USD,ACTIVE,2025-05-24 00:00:00
ACC-000157,CUS-000152,SYN-ACCOUNT-000157,THB,ACTIVE,2025-04-24 00:00:00
ACC-000158,CUS-000188,SYN-ACCOUNT-000158,USD,ACTIVE,2025-05-03 00:00:00
ACC-000159,CUS-000104,SYN-ACCOUNT-000159,USD,ACTIVE,2025-10-04 00:00:00
ACC-000160,CUS-000171,SYN-ACCOUNT-000160,USD,ACTIVE,2025-04-01 00:00:00
ACC-000161,CUS-000056,SYN-ACCOUNT-000161,USD,ACTIVE,2025-03-22 00:00:00
ACC-000162,CUS-000260,SYN-ACCOUNT-000162,THB,ACTIVE,2025-05-20 00:00:00
ACC-000163,CUS-000208,SYN-ACCOUNT-000163,SGD,ACTIVE,2025-12-15 00:00:00
ACC-000164,CUS-000220,SYN-ACCOUNT-000164,USD,ACTIVE,2025-08-23 00:00:00
ACC-000165,CUS-000152,SYN-ACCOUNT-000165,THB,ACTIVE,2025-05-14 00:00:00
ACC-000166,CUS-000144,SYN-ACCOUNT-000166,SGD,ACTIVE,2025-11-09 00:00:00
ACC-000167,CUS-000272,SYN-ACCOUNT-000167,THB,ACTIVE,2025-12-08 00:00:00
ACC-000168,CUS-000269,SYN-ACCOUNT-000168,THB,ACTIVE,2025-04-29 00:00:00
ACC-000169,CUS-000065,SYN-ACCOUNT-000169,USD,ACTIVE,2025-07-16 00:00:00
ACC-000170,CUS-000095,SYN-ACCOUNT-000170,USD,ACTIVE,2025-05-12 00:00:00
ACC-000171,CUS-000079,SYN-ACCOUNT-000171,SGD,ACTIVE,2025-10-17 00:00:00
ACC-000172,CUS-000207,SYN-ACCOUNT-000172,THB,ACTIVE,2025-06-07 00:00:00
ACC-000173,CUS-000185,SYN-ACCOUNT-000173,SGD,ACTIVE,2025-04-27 00:00:00
ACC-000174,CUS-000019,SYN-ACCOUNT-000174,SGD,ACTIVE,2025-05-26 00:00:00
ACC-000175,CUS-000228,SYN-ACCOUNT-000175,USD,ACTIVE,2025-06-06 00:00:00
ACC-000176,CUS-000283,SYN-ACCOUNT-000176,SGD,ACTIVE,2025-07-11 00:00:00
ACC-000177,CUS-000221,SYN-ACCOUNT-000177,USD,ACTIVE,2025-09-25 00:00:00
ACC-000178,CUS-000060,SYN-ACCOUNT-000178,SGD,ACTIVE,2025-04-13 00:00:00
ACC-000179,CUS-000069,SYN-ACCOUNT-000179,THB,ACTIVE,2025-10-11 00:00:00
ACC-000180,CUS-000043,SYN-ACCOUNT-000180,SGD,ACTIVE,2025-04-29 00:00:00
ACC-000181,CUS-000142,SYN-ACCOUNT-000181,USD,ACTIVE,2025-12-04 00:00:00
ACC-000182,CUS-000049,SYN-ACCOUNT-000182,THB,ACTIVE,2025-12-19 00:00:00
ACC-000183,CUS-000009,SYN-ACCOUNT-000183,SGD,ACTIVE,2025-09-10 00:00:00
ACC-000184,CUS-000280,SYN-ACCOUNT-000184,SGD,ACTIVE,2025-06-30 00:00:00
ACC-000185,CUS-000093,SYN-ACCOUNT-000185,USD,ACTIVE,2025-10-15 00:00:00
ACC-000186,CUS-000042,SYN-ACCOUNT-000186,THB,ACTIVE,2025-06-02 00:00:00
ACC-000187,CUS-000048,SYN-ACCOUNT-000187,SGD,ACTIVE,2025-03-19 00:00:00
ACC-000188,CUS-000220,SYN-ACCOUNT-000188,SGD,ACTIVE,2025-06-08 00:00:00
ACC-000189,CUS-000160,SYN-ACCOUNT-000189,SGD,ACTIVE,2025-11-13 00:00:00
ACC-000190,CUS-000255,SYN-ACCOUNT-000190,USD,ACTIVE,2025-08-05 00:00:00
ACC-000191,CUS-000012,SYN-ACCOUNT-000191,THB,ACTIVE,2025-08-20 00:00:00
ACC-000192,CUS-000002,SYN-ACCOUNT-000192,SGD,ACTIVE,2025-09-19 00:00:00
ACC-000193,CUS-000048,SYN-ACCOUNT-000193,USD,ACTIVE,2025-05-26 00:00:00
ACC-000194,CUS-000094,SYN-ACCOUNT-000194,SGD,ACTIVE,2025-12-04 00:00:00
ACC-000195,CUS-000144,SYN-ACCOUNT-000195,THB,ACTIVE,2025-08-04 00:00:00
ACC-000196,CUS-000172,SYN-ACCOUNT-000196,THB,ACTIVE,2025-04-09 00:00:00
ACC-000197,CUS-000207,SYN-ACCOUNT-000197,USD,ACTIVE,2025-08-14 00:00:00
ACC-000198,CUS-000096,SYN-ACCOUNT-000198,THB,ACTIVE,2025-07-08 00:00:00
ACC-000199,CUS-000175,SYN-ACCOUNT-000199,USD,ACTIVE,2025-10-01 00:00:00
ACC-000200,CUS-000003,SYN-ACCOUNT-000200,USD,REVIEW,2025-11-26 00:00:00
ACC-000201,CUS-000074,SYN-ACCOUNT-000201,SGD,ACTIVE,2025-11-24 00:00:00
ACC-000202,CUS-000042,SYN-ACCOUNT-000202,USD,ACTIVE,2025-06-14 00:00:00
ACC-000203,CUS-000102,SYN-ACCOUNT-000203,THB,ACTIVE,2025-10-14 00:00:00
ACC-000204,CUS-000128,SYN-ACCOUNT-000204,THB,ACTIVE,2025-09-26 00:00:00
ACC-000205,CUS-000136,SYN-ACCOUNT-000205,USD,ACTIVE,2025-04-30 00:00:00
ACC-000206,CUS-000152,SYN-ACCOUNT-000206,SGD,ACTIVE,2025-08-17 00:00:00
ACC-000207,CUS-000090,SYN-ACCOUNT-000207,THB,ACTIVE,2025-05-09 00:00:00
ACC-000208,CUS-000049,SYN-ACCOUNT-000208,USD,ACTIVE,2025-06-07 00:00:00
ACC-000209,CUS-000057,SYN-ACCOUNT-000209,USD,ACTIVE,2025-06-30 00:00:00
ACC-000210,CUS-000036,SYN-ACCOUNT-000210,USD,ACTIVE,2025-12-16 00:00:00
ACC-000211,CUS-000287,SYN-ACCOUNT-000211,USD,ACTIVE,2025-10-22 00:00:00
ACC-000212,CUS-000002,SYN-ACCOUNT-000212,THB,ACTIVE,2025-10-22 00:00:00
ACC-000213,CUS-000224,SYN-ACCOUNT-000213,THB,ACTIVE,2025-05-22 00:00:00
ACC-000214,CUS-000264,SYN-ACCOUNT-000214,THB,ACTIVE,2025-12-14 00:00:00
ACC-000215,CUS-000061,SYN-ACCOUNT-000215,THB,ACTIVE,2025-11-17 00:00:00
ACC-000216,CUS-000133,SYN-ACCOUNT-000216,USD,ACTIVE,2025-12-12 00:00:00
ACC-000217,CUS-000027,SYN-ACCOUNT-000217,SGD,REVIEW,2025-10-19 00:00:00
ACC-000218,CUS-000251,SYN-ACCOUNT-000218,USD,ACTIVE,2025-12-10 00:00:00
ACC-000219,CUS-000127,SYN-ACCOUNT-000219,SGD,ACTIVE,2025-12-09 00:00:00
ACC-000220,CUS-000191,SYN-ACCOUNT-000220,SGD,ACTIVE,2025-12-12 00:00:00
ACC-000221,CUS-000088,SYN-ACCOUNT-000221,USD,ACTIVE,2025-06-01 00:00:00
ACC-000222,CUS-000191,SYN-ACCOUNT-000222,USD,ACTIVE,2025-05-29 00:00:00
ACC-000223,CUS-000275,SYN-ACCOUNT-000223,SGD,REVIEW,2025-03-16 00:00:00
ACC-000224,CUS-000125,SYN-ACCOUNT-000224,THB,ACTIVE,2025-07-19 00:00:00
ACC-000225,CUS-000083,SYN-ACCOUNT-000225,USD,ACTIVE,2025-03-22 00:00:00
ACC-000226,CUS-000005,SYN-ACCOUNT-000226,THB,ACTIVE,2025-03-19 00:00:00
ACC-000227,CUS-000084,SYN-ACCOUNT-000227,SGD,SUSPENDED,2025-08-25 00:00:00
ACC-000228,CUS-000126,SYN-ACCOUNT-000228,THB,ACTIVE,2025-06-19 00:00:00
ACC-000229,CUS-000237,SYN-ACCOUNT-000229,SGD,ACTIVE,2025-07-18 00:00:00
ACC-000230,CUS-000025,SYN-ACCOUNT-000230,THB,ACTIVE,2025-10-29 00:00:00
ACC-000231,CUS-000292,SYN-ACCOUNT-000231,USD,ACTIVE,2025-11-30 00:00:00
ACC-000232,CUS-000052,SYN-ACCOUNT-000232,SGD,ACTIVE,2025-05-12 00:00:00
ACC-000233,CUS-000299,SYN-ACCOUNT-000233,USD,ACTIVE,2025-10-24 00:00:00
ACC-000234,CUS-000067,SYN-ACCOUNT-000234,SGD,ACTIVE,2025-07-25 00:00:00
ACC-000235,CUS-000032,SYN-ACCOUNT-000235,THB,ACTIVE,2025-06-16 00:00:00
ACC-000236,CUS-000048,SYN-ACCOUNT-000236,THB,ACTIVE,2025-04-05 00:00:00
ACC-000237,CUS-000083,SYN-ACCOUNT-000237,USD,ACTIVE,2025-11-20 00:00:00
ACC-000238,CUS-000018,SYN-ACCOUNT-000238,THB,ACTIVE,2025-06-04 00:00:00
ACC-000239,CUS-000009,SYN-ACCOUNT-000239,USD,ACTIVE,2025-10-28 00:00:00
ACC-000240,CUS-000281,SYN-ACCOUNT-000240,USD,ACTIVE,2025-07-08 00:00:00
ACC-000241,CUS-000228,SYN-ACCOUNT-000241,THB,ACTIVE,2025-04-11 00:00:00
ACC-000242,CUS-000151,SYN-ACCOUNT-000242,SGD,ACTIVE,2025-09-21 00:00:00
ACC-000243,CUS-000077,SYN-ACCOUNT-000243,SGD,ACTIVE,2025-12-05 00:00:00
ACC-000244,CUS-000192,SYN-ACCOUNT-000244,USD,ACTIVE,2025-06-27 00:00:00
ACC-000245,CUS-000105,SYN-ACCOUNT-000245,USD,ACTIVE,2025-10-06 00:00:00
ACC-000246,CUS-000128,SYN-ACCOUNT-000246,THB,ACTIVE,2025-09-17 00:00:00
ACC-000247,CUS-000103,SYN-ACCOUNT-000247,USD,ACTIVE,2025-03-17 00:00:00
ACC-000248,CUS-000110,SYN-ACCOUNT-000248,USD,ACTIVE,2025-10-28 00:00:00
ACC-000249,CUS-000151,SYN-ACCOUNT-000249,THB,ACTIVE,2025-09-12 00:00:00
ACC-000250,CUS-000272,SYN-ACCOUNT-000250,SGD,ACTIVE,2025-06-23 00:00:00
ACC-000251,CUS-000256,SYN-ACCOUNT-000251,USD,ACTIVE,2025-08-24 00:00:00
ACC-000252,CUS-000143,SYN-ACCOUNT-000252,SGD,ACTIVE,2025-04-18 00:00:00
ACC-000253,CUS-000086,SYN-ACCOUNT-000253,SGD,ACTIVE,2025-12-18 00:00:00
ACC-000254,CUS-000201,SYN-ACCOUNT-000254,USD,ACTIVE,2025-05-02 00:00:00
ACC-000255,CUS-000128,SYN-ACCOUNT-000255,SGD,ACTIVE,2025-09-23 00:00:00
ACC-000256,CUS-000009,SYN-ACCOUNT-000256,THB,ACTIVE,2025-06-10 00:00:00
ACC-000257,CUS-000135,SYN-ACCOUNT-000257,USD,ACTIVE,2025-12-12 00:00:00
ACC-000258,CUS-000214,SYN-ACCOUNT-000258,THB,ACTIVE,2025-12-25 00:00:00
ACC-000259,CUS-000038,SYN-ACCOUNT-000259,THB,SUSPENDED,2025-05-01 00:00:00
ACC-000260,CUS-000239,SYN-ACCOUNT-000260,USD,SUSPENDED,2025-05-09 00:00:00
ACC-000261,CUS-000025,SYN-ACCOUNT-000261,THB,ACTIVE,2025-06-16 00:00:00
ACC-000262,CUS-000164,SYN-ACCOUNT-000262,THB,ACTIVE,2025-11-19 00:00:00
ACC-000263,CUS-000023,SYN-ACCOUNT-000263,SGD,ACTIVE,2025-05-16 00:00:00
ACC-000264,CUS-000231,SYN-ACCOUNT-000264,THB,ACTIVE,2025-11-19 00:00:00
ACC-000265,CUS-000288,SYN-ACCOUNT-000265,SGD,ACTIVE,2025-07-16 00:00:00
ACC-000266,CUS-000088,SYN-ACCOUNT-000266,THB,ACTIVE,2025-08-11 00:00:00
