order_id,order_status,sku_id,product_id,product_name,quantity,unit_original_price,subtotal_before_discount,total_discount,subtotal_after_discount,order_amount,refund_amount,created_at,payment_method,fulfillment_type,shipping_provider,order_channel,creator_token,buyer_token,region_code,package_token
ORD-0002664,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,212.58,212.58,42.17,170.41,148.07,0.0,2026-03-04 13:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,VIDEO,,BUY-0002811,REGION_05,PKG-0000046
ORD-0001207,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,26.12,182.88,81.4,0.0,2026-03-04 13:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,VIDEO,CRT-00048,BUY-0002811,REGION_05,PKG-0000047
ORD-0003472,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,799.0,799.0,186.86,612.14,538.69,0.0,2025-12-31 08:00:00,PAYMENT_METHOD_02,SELLER,CARRIER_02,LIVE,,BUY-0001879,REGION_03,PKG-0000048
ORD-0000459,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.3,209.3,45.35,163.95,145.87,0.0,2026-04-15 15:00:00,PAYMENT_METHOD_02,SELLER,CARRIER_02,VIDEO,,BUY-0003426,REGION_06,PKG-0000049
ORD-0003461,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,17.17,191.83,116.55,0.0,2025-10-09 03:00:00,PAYMENT_METHOD_01,PLATFORM,CARRIER_01,SHOP,CRT-00012,BUY-0000663,REGION_02,PKG-0000050
ORD-0002461,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,337.82,337.82,55.79,282.03,231.2,0.0,2026-02-05 11:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,LIVE,,BUY-0002407,REGION_04,PKG-0000051
ORD-0000066,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,778.05,778.05,134.12,643.93,515.6,0.0,2025-11-28 06:00:00,PAYMENT_METHOD_01,PLATFORM,CARRIER_01,LIVE,,BUY-0001403,REGION_03,PKG-0000052
ORD-0000620,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,799.0,799.0,76.41,722.59,538.95,0.0,2026-06-14 19:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00073,BUY-0004299,REGION_07,PKG-0000053
ORD-0004574,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,649.58,649.58,132.66,516.92,433.5,0.0,2025-10-21 03:00:00,PAYMENT_METHOD_01,SELLER,CARRIER_01,SHOP,,BUY-0000840,REGION_02,PKG-0000054
ORD-0003829,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,453.78,453.78,35.16,418.62,307.07,0.0,2026-01-25 10:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,LIVE,CRT-00039,BUY-0002254,REGION_04,PKG-0000055
ORD-0001809,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,366.52,366.52,39.13,327.39,250.06,0.0,2026-08-03 23:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00086,BUY-0005040,REGION_08,PKG-0000056
ORD-0002850,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,15.97,193.03,140.35,0.0,2025-09-16 01:00:00,PAYMENT_METHOD_01,PLATFORM,CARRIER_01,SHOP,CRT-00006,BUY-0000334,REGION_01,PKG-0000057
ORD-0001271,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-17 07:00:00,PAYMENT_METHOD_01,PLATFORM,CARRIER_01,LIVE,CRT-00029,BUY-0001683,REGION_03,PKG-0000058
ORD-0004847,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,31.07,177.93,122.87,0.0,2026-06-30 20:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00077,BUY-0004530,REGION_07,PKG-0000059
ORD-0004549,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,758.82,758.82,184.33,574.49,503.35,0.0,2025-09-26 02:00:00,PAYMENT_METHOD_01,SELLER,CARRIER_01,SHOP,,BUY-0000484,REGION_01,PKG-0000060
ORD-0000111,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,2,799.0,1598.0,288.32,1309.68,1018.08,0.0,2025-11-09 05:00:00,PAYMENT_METHOD_01,PLATFORM,CARRIER_01,SHOP,,BUY-0001123,REGION_02,PKG-0000061
ORD-0002783,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,42.66,166.34,126.68,0.0,2026-03-04 12:00:00,PAYMENT_METHOD_02,SELLER,CARRIER_02,VIDEO,,BUY-0002804,REGION_05,PKG-0000062
ORD-0001821,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,312.78,312.78,9.05,303.73,214.7,0.0,2026-06-16 20:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00074,BUY-0004330,REGION_07,PKG-0000063
ORD-0003306,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,799.0,799.0,44.81,754.19,628.68,0.0,2026-05-01 16:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,VIDEO,CRT-00062,BUY-0003651,REGION_06,PKG-0000064
ORD-0002297,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,28.71,180.29,111.71,0.0,2026-01-10 09:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,LIVE,CRT-00035,BUY-0002029,REGION_04,PKG-0000065
ORD-0001264,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,23.9,185.1,83.08,0.0,2026-02-08 11:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,LIVE,CRT-00042,BUY-0002460,REGION_04,PKG-0000066
ORD-0004900,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,447.55,447.55,10.43,437.12,303.01,83.2,2026-07-21 22:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00083,BUY-0004845,REGION_08,PKG-0000067
ORD-0003661,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,558.16,558.16,51.08,507.08,374.68,0.0,2026-06-04 19:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00071,BUY-0004155,REGION_07,PKG-0000068
ORD-0001688,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,799.0,799.0,179.03,619.97,700.79,0.0,2025-10-08 03:00:00,PAYMENT_METHOD_01,SELLER,CARRIER_01,SHOP,,BUY-0000656,REGION_02,PKG-0000069
ORD-0002904,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,336.85,336.85,4.58,332.27,230.57,56.14,2025-12-26 08:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,LIVE,CRT-00031,BUY-0001808,REGION_03,PKG-0000070
ORD-0000506,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,610.29,610.29,33.46,576.83,408.26,0.0,2026-07-20 22:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00083,BUY-0004835,REGION_08,PKG-0000071
ORD-0002906,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,799.0,799.0,51.88,747.12,717.21,0.0,2026-04-11 15:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,VIDEO,CRT-00057,BUY-0003359,REGION_06,PKG-0000072
ORD-0001510,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,496.19,496.19,40.82,455.37,334.6,0.0,2026-02-03 10:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,LIVE,CRT-00041,BUY-0002374,REGION_04,PKG-0000073
ORD-0001443,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,455.29,455.29,94.95,360.34,308.04,0.0,2025-08-30 00:00:00,PAYMENT_METHOD_01,SELLER,CARRIER_01,SHOP,,BUY-0000083,REGION_01,PKG-0000074
ORD-0003915,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,251.26,251.26,57.03,194.23,173.91,0.0,2026-02-15 11:00:00,PAYMENT_METHOD_02,SELLER,CARRIER_02,LIVE,,BUY-0002556,REGION_04,PKG-0000075
ORD-0004661,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,47.55,161.45,81.4,0.0,2025-12-26 08:00:00,PAYMENT_METHOD_02,SELLER,CARRIER_02,LIVE,,BUY-0001811,REGION_03,PKG-0000076
ORD-0001192,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,567.7,567.7,43.31,524.39,380.84,0.0,2026-07-13 21:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00081,BUY-0004720,REGION_08,PKG-0000077
ORD-0000779,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,487.77,487.77,120.1,367.67,329.15,0.0,2025-11-06 04:00:00,PAYMENT_METHOD_01,SELLER,CARRIER_01,SHOP,,BUY-0001073,REGION_02,PKG-0000078
ORD-0004470,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,273.93,273.93,36.65,237.28,188.98,0.0,2026-02-15 11:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,LIVE,CRT-00044,BUY-0002557,REGION_04,PKG-0000079
ORD-0000668,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,400.63,400.63,27.55,373.08,272.4,0.0,2025-11-10 05:00:00,PAYMENT_METHOD_01,PLATFORM,CARRIER_01,SHOP,CRT-00020,BUY-0001139,REGION_02,PKG-0000080
ORD-0000842,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,243.33,243.33,48.45,194.88,168.62,0.0,2026-01-16 09:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,LIVE,,BUY-0002124,REGION_04,PKG-0000081
ORD-0003723,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,13.56,195.44,115.45,0.0,2026-08-12 23:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00088,BUY-0005160,REGION_08,PKG-0000082
ORD-0003733,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,511.45,511.45,119.34,392.11,344.49,0.0,2025-11-18 05:00:00,PAYMENT_METHOD_01,SELLER,CARRIER_01,SHOP,,BUY-0001258,REGION_02,PKG-0000083
ORD-0002486,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,22.94,186.06,108.15,0.0,2026-07-01 21:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00078,BUY-0004553,REGION_08,PKG-0000084
ORD-0002942,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,799.0,799.0,36.8,762.2,594.68,0.0,2026-01-29 10:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,LIVE,CRT-00040,BUY-0002303,REGION_04,PKG-0000085
ORD-0002016,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,419.88,419.88,52.26,367.62,284.98,0.0,2026-07-14 21:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00081,BUY-0004739,REGION_08,PKG-0000086
ORD-0004215,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,799.0,799.0,24.38,774.62,1018.08,0.0,2026-08-04 23:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00086,BUY-0005054,REGION_08,PKG-0000087
ORD-0005125,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,799.0,799.0,160.54,638.46,566.78,0.0,2026-05-29 18:00:00,PAYMENT_METHOD_03,SELLER,CARRIER_03,AFFILIATE,,BUY-0004061,REGION_07,PKG-0000088
ORD-0002932,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,799.0,799.0,195.25,603.75,1018.08,0.0,2025-10-10 03:00:00,PAYMENT_METHOD_01,SELLER,CARRIER_01,SHOP,,BUY-0000680,REGION_02,PKG-0000089
ORD-0003094,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,229.01,229.01,48.29,180.72,159.07,0.0,2025-10-12 03:00:00,PAYMENT_METHOD_01,SELLER,CARRIER_01,SHOP,,BUY-0000716,REGION_02,PKG-0000090
ORD-0001968,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,50.5,158.5,134.77,0.0,2026-05-05 17:00:00,PAYMENT_METHOD_03,SELLER,CARRIER_03,VIDEO,,BUY-0003713,REGION_06,PKG-0000091
ORD-0001907,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,272.28,272.28,64.14,208.14,187.89,0.0,2026-06-01 19:00:00,PAYMENT_METHOD_03,SELLER,CARRIER_03,AFFILIATE,,BUY-0004116,REGION_07,PKG-0000092
ORD-0003334,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,209.0,209.0,11.28,197.72,103.45,0.0,2025-08-31 00:00:00,PAYMENT_METHOD_01,PLATFORM,CARRIER_01,SHOP,CRT-00002,BUY-0000098,REGION_01,PKG-0000093
ORD-0003660,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,345.92,345.92,4.04,341.88,236.53,56.15,2026-02-17 11:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,LIVE,CRT-00044,BUY-0002593,REGION_04,PKG-0000094
ORD-0000007,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,393.84,393.84,47.38,346.46,267.96,0.0,2026-01-10 09:00:00,PAYMENT_METHOD_02,PLATFORM,CARRIER_02,LIVE,CRT-00035,BUY-0002033,REGION_04,PKG-0000095
ORD-0001672,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,799.0,799.0,101.38,697.62,571.83,0.0,2026-07-22 22:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00083,BUY-0004853,REGION_08,PKG-0000096
ORD-0003186,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,394.32,394.32,3.81,390.51,268.27,61.95,2026-04-23 16:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,VIDEO,CRT-00061,BUY-0003540,REGION_06,PKG-0000097
ORD-0002739,OTHER,SKU-00009,PRD-0009,SYN_PRODUCT_009,1,596.03,596.03,13.08,582.95,399.09,107.85,2026-06-27 20:00:00,PAYMENT_METHOD_03,PLATFORM,CARRIER_03,AFFILIATE,CRT-00077,BUY-0004496,REGION_07,PKG-0000098
